X,thermo_label,thermo_confidence,color_label,color_confidence,xmin,ymin,xmax,ymax,filename,Time,camera,remarks,fp
0,Shade,90.31898379,Blue,99.90314245,7,2415,449,2753,IMAG0601,08:29:54,H1E,,0
0,Shade,84.51337814,Blue,99.90658164,18,2398,479,2761,IMAG0603,08:29:56,H1E,,0
0,Shade,80.8519125,Blue,99.80778694,12,2339,489,2760,IMAG0604,08:30:58,H1E,,0
0,Shade,75.3513217,Blue,99.84349608,13,2334,493,2754,IMAG0605,08:30:58,H1E,,0
0,Shade,80.35772443,Blue,99.9402523,27,2402,455,2758,IMAG0607,08:31:42,H1E,,0
0,Shade,90.86977839,Blue,99.88761544,29,2407,460,2750,IMAG0609,08:31:42,H1E,,0
0,Shade,58.81820917,Blue,99.88775849,20,2330,396,2767,IMAG0610,08:33:28,H1E,,0
0,Shade,76.64692998,Blue,99.84922409,17,2311,396,2761,IMAG0611,08:33:28,H1E,,0
0,Sun,64.04754519,Blue,99.88253713,19,2325,396,2763,IMAG0612,08:33:28,H1E,,0
0,Shade,63.97280097,Blue,99.97598529,5,2298,539,2758,IMAG0613,08:35:38,H1E,,0
0,Shade,61.48306727,Blue,94.64085698,4,2318,540,2765,IMAG0614,08:35:38,H1E,,0
0,Shade,60.82303524,Blue,99.26474094,4,2315,537,2770,IMAG0615,08:35:38,H1E,,0
0,Shade,99.94124174,Blue,99.24870729,6,2451,424,2766,IMAG0661,09:06:52,H1E,,0
0,Shade,99.96053576,Blue,99.52690005,4,2448,420,2769,IMAG0662,09:06:54,H1E,,0
0,Shade,99.86196756,Blue,99.7045815,7,2435,419,2770,IMAG0663,09:06:56,H1E,,0
0,Shade,68.65072846,Blue,99.97926354,7,2296,536,2772,IMAG0676,09:11:06,H1E,,0
0,Shade,69.68455911,Blue,99.97504354,0,2302,537,2776,IMAG0677,09:11:06,H1E,,0
0,Shade,82.45437741,Blue,99.98204112,1,2302,539,2777,IMAG0678,09:11:06,H1E,,0
0,Shade,82.98780322,Blue,99.96076226,0,2295,533,2775,IMAG0679,09:11:46,H1E,,0
0,Shade,79.743433,Blue,99.96852875,1,2317,533,2775,IMAG0680,09:11:48,H1E,,0
0,Shade,89.67955709,Blue,99.94685054,4,2304,523,2770,IMAG0681,09:11:48,H1E,,0
0,Shade,73.71969223,Blue,99.96318817,10,2335,513,2768,IMAG0682,09:12:38,H1E,,0
0,Shade,80.11146784,Blue,99.96497631,6,2325,521,2765,IMAG0683,09:12:38,H1E,,0
0,Shade,65.12135863,Blue,99.97871518,10,2332,517,2770,IMAG0684,09:12:38,H1E,,0
0,Shade,58.69957209,Blue,99.96063113,5,2182,519,2777,IMAG0685,09:13:18,H1E,,0
0,Sun,64.61707354,Blue,99.99171495,6,2121,500,2784,IMAG0686,09:13:20,H1E,,0
0,Sun,55.09120822,Blue,99.99005795,3,2110,495,2794,IMAG0687,09:13:20,H1E,,0
0,Shade,86.60623431,Blue,96.52385116,1,2283,270,2682,IMAG0706,09:24:42,H1E,,0
0,Shade,89.29068446,Blue,87.37233281,0,2286,272,2678,IMAG0707,09:24:42,H1E,,0
0,Shade,89.81989622,Blue,95.65706253,1,2283,273,2680,IMAG0708,09:24:44,H1E,,0
0,Shade,85.52182913,White,56.88656569,2,2345,306,2658,IMAG0709,09:25:34,H1E,,0
0,Sun,78.17761898,Blue,99.44406152,0,2305,314,2646,IMAG0710,09:25:36,H1E,,0
0,Shade,64.66291547,Blue,99.68307614,0,2305,312,2650,IMAG0711,09:25:36,H1E,,0
0,Sun,97.49985933,Blue,99.99164343,5,2170,678,2776,IMAG0712,09:26:30,H1E,,0
0,Sun,98.40022326,Blue,99.97517467,0,2181,688,2769,IMAG0713,09:26:30,H1E,,0
0,Sun,85.92008948,Blue,99.88316894,3,2129,698,2779,IMAG0714,09:26:32,H1E,,0
0,Sun,96.19210958,Blue,99.98956919,0,2158,676,2783,IMAG0715,09:27:26,H1E,,0
0,Sun,87.38692403,Blue,99.98836517,0,2155,696,2782,IMAG0716,09:27:28,H1E,,0
0,Sun,97.73156643,Blue,99.99531507,0,2161,654,2776,IMAG0717,09:27:28,H1E,,0
0,Sun,88.83638978,Blue,99.98930693,0,2128,656,2782,IMAG0718,09:28:12,H1E,,0
0,Sun,96.85832262,Blue,99.98629093,0,2162,645,2782,IMAG0719,09:28:12,H1E,,0
0,Sun,99.30750132,Blue,99.98654127,0,2163,644,2780,IMAG0720,09:28:14,H1E,,0
0,Sun,99.99607801,Blue,98.05808067,2305,1243,2506,1584,IMAG0721,09:28:56,H1E,,0
0,Sun,99.99597073,Blue,95.1520741,2302,1246,2505,1583,IMAG0722,09:28:56,H1E,,0
0,Sun,99.99724627,Blue,99.96268749,2278,1277,2522,1579,IMAG0723,09:28:58,H1E,,0
0,Sun,99.9982357,Blue,99.95694757,2273,1248,2533,1550,IMAG0727,09:30:40,H1E,,0
0,Sun,99.99678135,Blue,99.97611642,2273,1248,2536,1554,IMAG0728,09:30:42,H1E,,0
0,Sun,99.99755621,Blue,99.98704195,2274,1246,2538,1564,IMAG0729,09:30:42,H1E,,0
0,Sun,99.99554157,Blue,99.99294281,2276,1245,2536,1569,IMAG0730,09:31:18,H1E,,0
0,Sun,99.99670982,Blue,99.99541044,2275,1245,2540,1570,IMAG0731,09:31:20,H1E,,0
0,Sun,99.99662638,Blue,99.99246597,2275,1245,2536,1569,IMAG0732,09:31:20,H1E,,0
0,Sun,99.99411106,Blue,99.9561131,2272,1254,2544,1576,IMAG0733,09:32:08,H1E,,0
0,Sun,99.99494553,Blue,99.97244477,2272,1254,2544,1576,IMAG0734,09:32:10,H1E,,0
0,Sun,99.99262094,Blue,99.97009039,2272,1255,2544,1569,IMAG0735,09:32:10,H1E,,0
0,Sun,99.99278784,Blue,99.99302626,2277,1247,2540,1569,IMAG0736,09:33:00,H1E,,0
0,Sun,99.99353886,Blue,99.99462366,2276,1244,2540,1572,IMAG0737,09:33:02,H1E,,0
0,Sun,99.99246597,Blue,99.99221563,2277,1245,2541,1573,IMAG0738,09:33:02,H1E,,0
0,Sun,99.98906851,Blue,99.98465776,2258,1258,2549,1489,IMAG0739,09:34:16,H1E,,0
0,Sun,99.97721314,Blue,99.97656941,2260,1257,2550,1517,IMAG0740,09:34:16,H1E,,0
0,Sun,99.99471903,Blue,99.9779284,2261,1254,2551,1534,IMAG0741,09:34:18,H1E,,0
0,Sun,99.97857213,Blue,99.9807179,1862,1231,2284,1391,IMAG0742,09:34:54,H1E,,0
0,Sun,99.97914433,Blue,99.95848536,1866,1228,2293,1391,IMAG0743,09:34:56,H1E,,0
0,Sun,99.99699593,Blue,99.78141785,1861,1228,2292,1396,IMAG0744,09:34:56,H1E,,0
0,Sun,99.90794659,White,82.16699958,2307,1479,2598,1580,IMAG0748,09:36:34,H1E,,0
0,Sun,97.77277708,White,50.56391954,2306,1487,2595,1579,IMAG0749,09:36:34,H1E,,0
0,Sun,89.70841765,Blue,89.88836408,2313,1489,2597,1580,IMAG0750,09:36:34,H1E,,0
0,Sun,99.98865128,Blue,99.86720085,2082,1277,2469,1438,IMAG0751,09:37:42,H1E,,0
0,Sun,99.99139309,Blue,99.90449548,2082,1277,2467,1439,IMAG0752,09:37:42,H1E,,0
0,Sun,99.98397827,Blue,99.24663901,2082,1277,2467,1442,IMAG0753,09:37:42,H1E,,0
0,Sun,99.99364614,Blue,99.34393764,2083,1273,2469,1440,IMAG0754,09:38:36,H1E,,0
0,Sun,99.98496771,Blue,99.72476363,2083,1271,2470,1439,IMAG0755,09:38:38,H1E,,0
0,Sun,99.99380112,Blue,99.91368651,2084,1275,2470,1441,IMAG0756,09:38:38,H1E,,0
0,Sun,99.94978905,Blue,95.50186992,2140,1281,2458,1576,IMAG0760,09:39:58,H1E,,0
0,Sun,99.98588562,Blue,96.22927308,2141,1281,2460,1564,IMAG0761,09:39:58,H1E,,0
0,Sun,99.93316531,Blue,97.72813916,2140,1280,2459,1574,IMAG0762,09:40:00,H1E,,0
0,Sun,98.86475205,Blue,97.66479731,3284,2053,3977,2507,IMAG0763,09:40:54,H1E,,0
1,Sun,92.79164672,Blue,99.74428415,3565,2264,3987,2507,IMAG0763,09:40:54,H1E,FP,1
0,Sun,99.23251867,Blue,96.05810046,3287,2050,3974,2507,IMAG0764,09:40:56,H1E,,0
1,Sun,90.14789462,Blue,96.48525119,3567,2270,3970,2504,IMAG0764,09:40:56,H1E,FP,1
0,Sun,98.99713993,Blue,82.42248893,3281,2049,3975,2508,IMAG0765,09:40:56,H1E,,0
1,Sun,92.75075197,Blue,98.50122929,3563,2268,3985,2509,IMAG0765,09:40:56,H1E,FP,1
0,Sun,99.97436404,Blue,99.51601624,1859,1250,2266,1390,IMAG0766,09:41:32,H1E,,0
0,Sun,99.98762608,Blue,99.8705864,1860,1245,2270,1390,IMAG0767,09:41:34,H1E,,0
0,Sun,99.98363256,Blue,99.86508489,1860,1247,2268,1390,IMAG0768,09:41:34,H1E,,0
0,Sun,99.99667406,White,56.06107712,1756,1236,2060,1547,IMAG0769,09:42:12,H1E,,0
0,Sun,99.97407794,White,96.13190889,1755,1243,2071,1544,IMAG0770,09:42:14,H1E,,0
0,Sun,99.91341233,Blue,95.19830346,1993,1293,2359,1400,IMAG0771,09:42:14,H1E,,0
0,Sun,71.89047337,Blue,99.67435002,3323,2021,3987,2538,IMAG0772,09:42:52,H1E,,0
0,Sun,60.63724756,Blue,99.54527617,3348,2046,3978,2530,IMAG0773,09:42:54,H1E,,0
0,Sun,65.39868116,Blue,99.77118969,3338,2034,3979,2533,IMAG0774,09:42:54,H1E,,0
0,Sun,95.38022876,Blue,61.52918935,3348,2037,3979,2514,IMAG0775,09:43:38,H1E,,0
0,Sun,99.97197986,Blue,99.83743429,2883,1744,3196,2109,IMAG0776,09:43:40,H1E,,0
0,Sun,99.9958396,Blue,99.51679707,2244,1271,2457,1644,IMAG0777,09:43:40,H1E,,0
0,Sun,99.8703599,Blue,99.52130318,1989,1279,2412,1401,IMAG0778,09:44:36,H1E,,0
0,Sun,99.72305894,Blue,99.88434315,1993,1279,2414,1402,IMAG0779,09:44:36,H1E,,0
0,Sun,99.92954731,Blue,99.62085485,1994,1278,2409,1403,IMAG0780,09:44:36,H1E,,0
0,Sun,99.98892546,Blue,99.97569919,1852,1230,2248,1381,IMAG0781,09:45:14,H1E,,0
0,Sun,99.99250174,Blue,99.98880625,1849,1228,2258,1381,IMAG0782,09:45:14,H1E,,0
0,Sun,99.98276234,Blue,99.94066954,1850,1229,2255,1383,IMAG0783,09:45:16,H1E,,0
0,Sun,99.92179871,Blue,95.83634734,1928,1279,2295,1388,IMAG0784,09:46:12,H1E,,0
0,Sun,99.93461967,Blue,93.02788377,1926,1279,2297,1388,IMAG0785,09:46:12,H1E,,0
0,Sun,99.86299276,White,64.87317681,1923,1278,2294,1389,IMAG0786,09:46:14,H1E,,0
0,Sun,99.98912811,Blue,99.91133809,1994,1250,2399,1403,IMAG0787,09:46:56,H1E,,0
0,Sun,99.9815166,Blue,99.96807575,1994,1250,2404,1403,IMAG0788,09:46:56,H1E,,0
0,Sun,99.98914003,Blue,99.9311924,1996,1253,2399,1402,IMAG0789,09:46:58,H1E,,0
0,Sun,99.85640645,Blue,93.46058369,2827,1838,3379,2109,IMAG0790,09:48:06,H1E,,0
0,Sun,99.93281364,Blue,88.28899264,2813,1832,3400,2109,IMAG0791,09:48:06,H1E,,0
0,Sun,99.95626807,White,45.3274399,2872,1853,3331,2110,IMAG0792,09:48:06,H1E,,0
0,Sun,99.96871948,Blue,99.97894168,1901,1233,2325,1389,IMAG0793,09:48:44,H1E,,0
0,Sun,99.96705055,Blue,99.98384714,1900,1236,2324,1388,IMAG0794,09:48:44,H1E,,0
0,Sun,99.9809444,Blue,99.90072846,1890,1238,2327,1387,IMAG0795,09:48:44,H1E,,0
0,Sun,99.93002415,White,91.46650434,2893,1878,3496,2166,IMAG0796,09:49:24,H1E,,0
0,Sun,99.95551705,Blue,99.11961555,2886,1723,3476,2114,IMAG0797,09:49:24,H1E,,0
0,Sun,99.99678135,Blue,98.27060699,2412,1394,2641,1740,IMAG0798,09:49:24,H1E,,0
0,Sun,99.92703795,Blue,99.56433773,1933,1284,2353,1394,IMAG0799,09:50:08,H1E,,0
0,Sun,99.93921518,Blue,99.94713664,1932,1284,2351,1394,IMAG0800,09:50:08,H1E,,0
0,Sun,99.92901087,Blue,99.45868254,1930,1284,2351,1393,IMAG0801,09:50:10,H1E,,0
0,Sun,99.99769926,Blue,99.4047761,2093,1260,2282,1637,IMAG0802,09:50:48,H1E,,0
0,Sun,99.99401569,Blue,99.87012148,1894,1238,2293,1391,IMAG0803,09:50:48,H1E,,0
0,Sun,99.99428988,Blue,99.94480014,1883,1238,2292,1392,IMAG0804,09:50:50,H1E,,0
0,Sun,95.5731988,Blue,99.98458624,0,2036,895,2669,IMAG0805,09:51:28,H1E,,0
0,Sun,92.95356274,Blue,99.99372959,0,2041,881,2662,IMAG0806,09:51:28,H1E,,0
0,Sun,93.06301475,Blue,99.9761045,0,2042,887,2653,IMAG0807,09:51:30,H1E,,0
0,Sun,99.81504083,Blue,98.71574044,3093,1984,3900,2383,IMAG0808,09:52:16,H1E,,0
0,Sun,99.40153956,Blue,96.29388452,3135,1993,3903,2380,IMAG0809,09:52:18,H1E,,0
0,Sun,99.36074018,Blue,99.87218976,3104,1992,3884,2370,IMAG0810,09:52:18,H1E,,0
0,Sun,99.99818802,Blue,99.99805689,2205,2102,2940,2601,IMAG0811,09:53:08,H1E,,0
0,Sun,99.99915361,Blue,99.99864101,2202,2100,2939,2597,IMAG0812,09:53:08,H1E,,0
0,Sun,99.99876022,Blue,99.99843836,2187,2102,2974,2608,IMAG0813,09:53:08,H1E,,0
0,Sun,99.98264909,Blue,87.01156378,1871,1254,2262,1388,IMAG0814,09:53:46,H1E,,0
0,Sun,99.94696975,Blue,97.13476896,1864,1253,2261,1388,IMAG0815,09:53:46,H1E,,0
0,Sun,99.95884299,Blue,81.81921244,1871,1253,2260,1388,IMAG0816,09:53:48,H1E,,0
0,Sun,96.93419933,Blue,90.63392282,2191,1243,2309,1362,IMAG0817,09:54:26,H1E,,0
0,Sun,99.95915294,Blue,99.99383688,2135,1248,2411,1367,IMAG0818,09:54:26,H1E,,0
0,Sun,99.89621639,Blue,99.94447827,1951,1249,2218,1370,IMAG0819,09:54:26,H1E,,0
0,Sun,99.98949766,Blue,99.84300733,1896,1232,2194,1380,IMAG0820,09:55:04,H1E,,0
0,Sun,99.99742508,Blue,98.13389778,1895,1235,2192,1379,IMAG0821,09:55:04,H1E,,0
0,Sun,99.99501705,Blue,99.92125034,1896,1236,2191,1380,IMAG0822,09:55:06,H1E,,0
0,Sun,99.78842139,Blue,99.90189075,1822,1219,2173,1397,IMAG0823,09:55:46,H1E,,0
0,Sun,99.73256588,Blue,99.80113506,1822,1218,2172,1397,IMAG0824,09:55:46,H1E,,0
0,Sun,99.94527698,Blue,99.88698363,1824,1220,2174,1396,IMAG0825,09:55:48,H1E,,0
0,Sun,99.88582134,Blue,77.58573294,1865,1267,2264,1393,IMAG0826,09:56:26,H1E,,0
0,Sun,99.92685914,Blue,76.24720335,1862,1269,2266,1393,IMAG0827,09:56:26,H1E,,0
0,Sun,99.93398786,Blue,79.52575684,1867,1272,2253,1392,IMAG0828,09:56:26,H1E,,0
0,Sun,99.99687672,Blue,81.58069253,2149,1995,2481,2318,IMAG0829,09:57:06,H1E,,0
0,Sun,99.99502897,Blue,94.13291812,2152,1992,2480,2317,IMAG0830,09:57:06,H1E,,0
0,Sun,99.99400377,Blue,98.73893261,2149,1991,2485,2317,IMAG0831,09:57:08,H1E,,0
0,Sun,99.98844862,Blue,99.77268577,1886,1270,2328,1393,IMAG0832,09:57:52,H1E,,0
0,Sun,99.98681545,Blue,99.98201728,1897,1241,2331,1391,IMAG0833,09:57:52,H1E,,0
0,Sun,99.9725759,Blue,99.98756647,1899,1239,2321,1390,IMAG0834,09:57:54,H1E,,0
0,Sun,99.99288321,Blue,99.96516705,2135,2032,2628,2433,IMAG0835,09:58:30,H1E,,0
0,Sun,99.99318123,Blue,99.92820621,2139,2035,2615,2434,IMAG0836,09:58:32,H1E,,0
0,Sun,99.98935461,Blue,99.93937016,2148,2028,2616,2439,IMAG0837,09:58:32,H1E,,0
0,Sun,99.9904871,Blue,88.1311655,1487,1268,1871,1696,IMAG0838,09:59:10,H1E,,0
0,Sun,99.97724891,Blue,98.60143661,1150,1777,1462,2061,IMAG0839,09:59:12,H1E,,0
0,Sun,99.99811649,Blue,99.84172583,1138,1782,1448,2059,IMAG0840,09:59:12,H1E,,0
0,Sun,99.97738004,Blue,99.97531772,1841,1195,2238,1367,IMAG0841,09:59:50,H1E,,0
0,Sun,99.96300936,Blue,99.95743632,1842,1192,2241,1368,IMAG0842,09:59:50,H1E,,0
0,Sun,99.94385839,Blue,99.98277426,1837,1187,2241,1368,IMAG0843,09:59:52,H1E,,0
0,Sun,99.94883537,Blue,89.60433006,2631,1785,3107,1999,IMAG0847,10:01:10,H1E,,0
0,Sun,99.83312488,Blue,97.2237289,2644,1793,3109,1997,IMAG0848,10:01:10,H1E,,0
0,Sun,99.87639189,White,88.88004422,2636,1790,3117,1987,IMAG0849,10:01:10,H1E,,0
0,Sun,99.98190999,Blue,99.73403811,2270,1275,2503,1659,IMAG0850,10:01:56,H1E,,0
0,Sun,99.99123812,Blue,99.93237257,1996,1263,2404,1408,IMAG0851,10:01:56,H1E,,0
0,Sun,99.96881485,Blue,99.98341799,1922,1245,2363,1400,IMAG0852,10:01:58,H1E,,0
0,Sun,99.94518161,Blue,93.63572001,2882,1813,3735,2134,IMAG0853,10:02:52,H1E,,0
0,Sun,99.96578693,Blue,94.18409467,2888,1810,3752,2150,IMAG0854,10:02:52,H1E,,0
0,Sun,99.95766282,Blue,98.20178747,2885,1786,3840,2183,IMAG0855,10:02:52,H1E,,0
0,Sun,99.99136925,Blue,99.58090782,2180,1256,2479,1580,IMAG0856,10:03:30,H1E,,0
0,Sun,99.97826219,Blue,99.76198077,2184,1256,2471,1573,IMAG0857,10:03:32,H1E,,0
0,Sun,99.98755455,Blue,99.83019829,2185,1256,2472,1577,IMAG0858,10:03:32,H1E,,0
0,Sun,99.83831644,Blue,99.48325157,1847,1244,2203,1371,IMAG0859,10:04:18,H1E,,0
0,Sun,99.97132421,Blue,91.09441638,1844,1245,2206,1370,IMAG0860,10:04:18,H1E,,0
0,Sun,99.92341995,Blue,91.75562859,1847,1244,2204,1370,IMAG0861,10:04:20,H1E,,0
0,Sun,99.85614419,Blue,99.845469,1850,1239,2219,1371,IMAG0862,10:05:04,H1E,,0
0,Sun,99.70466495,Blue,97.6408422,1851,1242,2220,1370,IMAG0863,10:05:06,H1E,,0
0,Sun,99.84744191,Blue,96.45206928,1852,1240,2214,1371,IMAG0864,10:05:06,H1E,,0
0,Sun,99.79368448,Blue,99.6381104,1856,1244,2224,1373,IMAG0865,10:05:44,H1E,,0
0,Sun,99.7931838,Blue,98.3012259,1858,1244,2224,1373,IMAG0866,10:05:44,H1E,,0
0,Sun,99.86107349,Blue,99.64494705,1856,1245,2225,1374,IMAG0867,10:05:46,H1E,,0
0,Sun,99.94202852,Blue,95.25423646,2034,1277,2424,1408,IMAG0868,10:06:24,H1E,,0
0,Sun,99.91436005,Blue,98.98103476,2028,1274,2425,1409,IMAG0869,10:06:24,H1E,,0
0,Sun,99.8722136,Blue,97.54516482,2026,1275,2426,1411,IMAG0870,10:06:26,H1E,,0
0,Sun,99.99500513,Blue,99.86308217,2081,1259,2281,1653,IMAG0871,10:07:08,H1E,,0
0,Sun,99.98559952,Blue,99.93150234,2083,1256,2276,1636,IMAG0872,10:07:08,H1E,,0
0,Sun,99.94488358,Blue,94.77024078,2089,1262,2245,1621,IMAG0873,10:07:08,H1E,,0
0,Sun,99.98303652,Blue,68.1414485,1769,1237,2050,1556,IMAG0874,10:07:46,H1E,,0
0,Sun,99.96972084,Blue,98.0112195,1981,1285,2400,1410,IMAG0875,10:07:46,H1E,,0
0,Sun,99.94834661,Blue,98.89541864,1981,1287,2400,1408,IMAG0876,10:07:46,H1E,,0
0,Sun,99.95995164,Blue,99.34592247,1981,1283,2392,1403,IMAG0877,10:08:24,H1E,,0
0,Sun,99.73168969,Blue,96.73894048,2192,1348,2446,1563,IMAG0878,10:08:24,H1E,,0
0,Sun,99.99479055,White,79.97155786,2218,1814,2501,2079,IMAG0879,10:08:26,H1E,,0
0,Sun,99.99214411,Blue,99.21076894,1972,1269,2378,1398,IMAG0880,10:09:02,H1E,,0
0,Sun,99.99492168,Blue,99.38470721,1967,1269,2383,1398,IMAG0881,10:09:04,H1E,,0
0,Sun,99.99051094,Blue,97.61455059,1970,1270,2379,1398,IMAG0882,10:09:04,H1E,,0
0,Sun,99.99325275,Blue,96.14177346,1972,1255,2218,1493,IMAG0883,10:09:44,H1E,,0
0,Sun,99.98461008,Blue,99.98152852,1915,1235,2338,1396,IMAG0884,10:09:44,H1E,,0
0,Sun,99.97903705,Blue,99.98526573,1922,1230,2341,1395,IMAG0885,10:09:46,H1E,,0
0,Sun,99.29196239,Blue,64.98779655,3243,1996,3947,2432,IMAG0886,10:10:24,H1E,,0
0,Sun,97.52884507,Blue,99.01089668,3277,2016,3970,2456,IMAG0887,10:10:24,H1E,,0
0,Sun,98.86781573,Blue,97.66266942,3276,2015,3975,2453,IMAG0888,10:10:24,H1E,,0
1,Sun,97.77103066,Blue,98.83406162,3447,2162,3983,2452,IMAG0888,10:10:24,H1E,FP,1
0,Sun,99.98313189,Blue,84.20253992,1873,1272,2290,1395,IMAG0892,10:12:02,H1E,,0
0,Sun,99.99191761,Blue,86.27089262,1869,1273,2285,1394,IMAG0893,10:12:02,H1E,,0
0,Sun,99.98022914,Blue,99.43553209,1873,1273,2286,1394,IMAG0894,10:12:02,H1E,,0
0,Sun,99.98413324,Blue,93.99693608,1880,1270,2279,1396,IMAG0895,10:12:42,H1E,,0
0,Sun,99.98514652,Blue,56.32690787,1879,1269,2278,1396,IMAG0896,10:12:42,H1E,,0
0,Sun,99.98557568,Blue,97.24885225,1876,1270,2281,1397,IMAG0897,10:12:44,H1E,,0
0,Sun,99.98338223,White,64.62011337,1906,1256,2282,1390,IMAG0898,10:13:56,H1E,,0
0,Sun,99.97170568,Blue,73.77211452,1908,1258,2282,1390,IMAG0899,10:13:58,H1E,,0
0,Sun,99.98339415,Blue,91.34923816,1906,1258,2281,1391,IMAG0900,10:13:58,H1E,,0
0,Sun,99.90206957,White,50.46810508,1902,1261,2303,1388,IMAG0901,10:14:44,H1E,,0
0,Sun,99.94029999,White,79.70048785,1902,1261,2303,1389,IMAG0902,10:14:46,H1E,,0
0,Sun,99.66979027,White,83.73944163,1902,1262,2303,1389,IMAG0903,10:14:46,H1E,,0
0,Sun,99.99155998,White,74.84710217,1887,1258,2284,1389,IMAG0907,10:16:16,H1E,,0
0,Sun,99.99182224,White,77.97526121,1895,1258,2284,1391,IMAG0908,10:16:16,H1E,,0
0,Sun,99.99192953,White,72.54958153,1891,1258,2288,1390,IMAG0909,10:16:18,H1E,,0
0,Sun,99.85678196,White,78.78965735,1891,1270,2303,1390,IMAG0910,10:16:58,H1E,,0
0,Sun,99.95608926,White,88.26493621,1892,1269,2300,1390,IMAG0911,10:16:58,H1E,,0
0,Sun,99.93377328,White,62.955302,1893,1270,2303,1390,IMAG0912,10:17:00,H1E,,0
0,Sun,99.98251796,Blue,96.66085839,1912,1251,2307,1392,IMAG0913,10:17:38,H1E,,0
0,Sun,99.9674201,Blue,99.79039431,1913,1252,2308,1392,IMAG0914,10:17:38,H1E,,0
0,Sun,99.96490479,Blue,98.82071614,1908,1252,2308,1392,IMAG0915,10:17:40,H1E,,0
0,Sun,99.98632669,Blue,65.54816961,1924,1255,2312,1390,IMAG0916,10:18:18,H1E,,0
0,Sun,99.97172952,Blue,97.7329433,1934,1256,2310,1390,IMAG0917,10:18:18,H1E,,0
0,Sun,99.98389482,Blue,90.92800617,1929,1256,2308,1390,IMAG0918,10:18:20,H1E,,0
0,Sun,99.98630285,Blue,99.4803369,1958,1244,2288,1389,IMAG0919,10:18:56,H1E,,0
0,Sun,99.93427396,Blue,99.68925118,1943,1244,2292,1390,IMAG0920,10:18:58,H1E,,0
0,Sun,99.91492033,Blue,98.29491377,1941,1244,2291,1390,IMAG0921,10:18:58,H1E,,0
0,Sun,99.97996688,Blue,99.75101948,2005,1233,2354,1400,IMAG0922,10:19:46,H1E,,0
0,Sun,99.92287159,Blue,99.79977012,2001,1245,2359,1401,IMAG0923,10:19:46,H1E,,0
0,Sun,99.93471503,Blue,99.02707338,2004,1247,2357,1403,IMAG0924,10:19:46,H1E,,0
0,Sun,99.90600944,Blue,98.09554219,2020,1235,2421,1406,IMAG0925,10:20:26,H1E,,0
0,Sun,99.93323684,Blue,87.96525002,2021,1234,2420,1407,IMAG0926,10:20:26,H1E,,0
0,Sun,99.96026158,Blue,98.43272567,2022,1236,2422,1406,IMAG0927,10:20:26,H1E,,0
0,Sun,99.99021292,White,94.24706697,2020,1247,2421,1407,IMAG0928,10:21:06,H1E,,0
0,Sun,99.9515295,White,54.90437746,2022,1246,2420,1406,IMAG0929,10:21:06,H1E,,0
0,Sun,99.99039173,White,73.24533463,2022,1246,2419,1406,IMAG0930,10:21:08,H1E,,0
0,Sun,99.97782111,White,98.99737835,2026,1244,2415,1406,IMAG0931,10:22:04,H1E,,0
0,Sun,99.96057153,White,96.43568993,2028,1242,2416,1404,IMAG0932,10:22:04,H1E,,0
0,Sun,99.98878241,White,97.06530571,2025,1243,2416,1405,IMAG0933,10:22:04,H1E,,0
0,Sun,99.96225834,White,92.01307297,2033,1244,2416,1408,IMAG0934,10:22:42,H1E,,0
0,Sun,99.96510744,White,94.50862408,2035,1245,2415,1407,IMAG0935,10:22:42,H1E,,0
0,Sun,99.9790132,White,87.35476136,2033,1244,2415,1408,IMAG0936,10:22:44,H1E,,0
0,Sun,99.97892976,Blue,92.11342335,2030,1248,2433,1407,IMAG0937,10:23:38,H1E,,0
0,Sun,99.98364449,Blue,97.23436236,2029,1248,2433,1406,IMAG0938,10:23:38,H1E,,0
0,Sun,99.98959303,Blue,97.91825414,2030,1250,2434,1406,IMAG0939,10:23:40,H1E,,0
0,Sun,99.96600151,Blue,55.18841743,2020,1251,2429,1405,IMAG0940,10:24:20,H1E,,0
0,Sun,99.96740818,Blue,99.21230674,2020,1253,2425,1406,IMAG0941,10:24:20,H1E,,0
0,Sun,99.96073842,Blue,96.2390244,2025,1252,2430,1406,IMAG0942,10:24:22,H1E,,0
0,Sun,99.98170733,Blue,99.24094677,2027,1251,2431,1406,IMAG0943,10:25:02,H1E,,0
0,Sun,99.94900227,Blue,92.24438071,2023,1252,2433,1405,IMAG0944,10:25:04,H1E,,0
0,Sun,99.97580647,Blue,94.45945621,2027,1254,2436,1405,IMAG0945,10:25:04,H1E,,0
0,Sun,89.00871873,White,99.69488978,1919,1223,2058,1325,IMAG0949,10:26:22,H1E,,0
0,Sun,99.97825027,White,54.13461924,1927,1220,2055,1323,IMAG0950,10:26:22,H1E,,0
0,Sun,99.95106459,White,98.01129103,1930,1220,2058,1321,IMAG0951,10:26:24,H1E,,0
0,Sun,98.66543412,White,53.61386538,1935,1179,2090,1320,IMAG0952,10:27:02,H1E,,0
0,Sun,99.5431304,White,95.91718316,1937,1180,2118,1321,IMAG0953,10:27:02,H1E,,0
0,Sun,99.7418642,White,96.10999227,1934,1181,2083,1320,IMAG0954,10:27:04,H1E,,0
0,Sun,82.13250041,White,58.62832069,1931,1189,2143,1318,IMAG0955,10:27:44,H1E,,0
0,Sun,76.50143504,Blue,93.7787652,1927,1190,2164,1318,IMAG0956,10:27:44,H1E,,0
