Concatenate,thermo_label,thermo_confidence,color_label,color_confidence,model_time,remarks,count,result,wrong_color,wrong_sun.shade,non_detected,correct,wrong_both,FP,FN,HARD_TO_DETECT,HARD_TO_DETERMINE_SHADE,HARD_TO_DETERMINE_COLOR,true_negative
Y1S IMAG0805,Sun,99.77250695,Red,99.61663485,10:32:00,HARD_TO_DETERMINE_COLOR,3,V,0,0,0,1,0,0,0,0,0,1,0
Y1S IMAG0805,Sun,99.99735355,White,99.79403615,10:32:00,HARD_TO_DETERMINE_COLOR,3,V,0,0,0,1,0,0,0,0,0,1,0
Y1S IMAG0806,Sun,99.99620914,White,99.80735779,10:40:12,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0806,Sun,99.80329871,White,70.232445,10:40:12,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0807,Sun,99.99121428,White,99.75922704,10:40:14,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0807,Sun,99.71839786,White,72.3719418,10:40:14,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0808,Sun,99.99306202,White,99.61257577,10:40:14,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0808,Sun,99.69335794,White,59.56990719,10:40:14,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0809,Sun,99.77146387,White,99.88082647,11:01:40,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0809,Shade,99.82244372,White,82.47579336,11:01:40,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0810,Shade,99.77142811,White,86.99916005,11:01:40,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0810,Sun,99.50441122,White,99.69544411,11:01:40,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0811,Shade,99.80569482,Red,98.09728861,11:01:42,,3,FP,0,0,0,0,0,1,0,0,0,0,0
Y1S IMAG0811,Shade,99.81691837,White,86.13017797,11:01:42,HARD_TO_DETERMINE_COLOR,3,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0811,Sun,99.93972778,White,99.02239442,11:01:42,HARD_TO_DETERMINE_COLOR,3,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0812,Sun,99.96231794,White,93.44468713,11:32:10,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0812,Sun,99.91407394,White,34.81579721,11:32:10,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0813,Sun,96.53559327,Blue,97.36806154,11:32:10,,3,FP,0,0,0,0,0,1,0,0,0,0,0
Y1S IMAG0813,Sun,99.94539618,negative,65.99900126,11:32:10,HARD_TO_DETERMINE_COLOR,3,V,0,0,0,1,0,0,0,0,0,1,0
Y1S IMAG0813,Sun,99.91686344,White,46.95338309,11:32:10,HARD_TO_DETERMINE_COLOR,3,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0814,Sun,99.95855689,White,94.9416697,11:32:12,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0814,Sun,99.89095926,White,54.46209311,11:32:12,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0815,Sun,99.97766614,Blue,97.26808667,11:35:16,,3,FP,0,0,0,0,0,1,0,0,0,0,0
Y1S IMAG0815,Sun,80.95399737,Blue,75.38691163,11:35:16,,3,FP,0,0,0,0,0,1,0,0,0,0,0
Y1S IMAG0815,Sun,99.98366833,negative,40.90262353,11:35:16,HARD_TO_DETERMINE_COLOR,3,V,0,0,0,1,0,0,0,0,0,1,0
Y1S IMAG0816,Sun,83.86898041,Blue,86.73776388,11:35:16,,4,FP,0,0,0,0,0,1,0,0,0,0,0
Y1S IMAG0816,Sun,99.97702241,Blue,88.94218802,11:35:16,HARD_TO_DETERMINE_COLOR,4,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0816,Sun,99.90218878,negative,61.41520143,11:35:16,HARD_TO_DETECT,4,V,0,0,0,1,0,0,0,1,0,1,0
Y1S IMAG0816,Sun,99.9773562,White,99.83643889,11:35:16,HARD_TO_DETERMINE_COLOR,4,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0817,Sun,99.95688796,White,85.3582561,11:35:18,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0817,Sun,99.97048974,White,47.98703492,11:35:18,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0818,negative,76.71510577,White,91.64907932,11:59:44,HARD_TO_DETERMINE_COLOR,1,"XC,XS",1,1,0,0,1,0,0,0,0,1,0
Y1S IMAG0819,negative,63.91909122,White,90.0364995,11:59:46,HARD_TO_DETERMINE_COLOR,1,"XC,XS",1,1,0,0,1,0,0,0,0,1,0
Y1S IMAG0820,negative,64.44827318,White,87.8780663,11:59:46,HARD_TO_DETERMINE_COLOR,1,"XC,XS",1,1,0,0,1,0,0,0,0,1,0
Y1S IMAG0821,Sun,97.47989774,Red,49.76629615,12:27:36,,1,XS,0,1,0,0,0,0,0,0,0,0,0
Y1S IMAG0822,Sun,91.29518867,White,50.38827658,12:27:36,,1,"XC,XS",1,1,0,0,1,0,0,0,0,0,0
Y1S IMAG0823,Sun,91.27628207,White,84.80749726,12:27:36,,1,"XC,XS",1,1,0,0,1,0,0,0,0,0,0
Y1S IMAG0824,Sun,75.42598248,Red,99.98161197,12:33:32,,2,XS,0,1,0,0,0,0,0,0,0,0,0
Y1S IMAG0824,Sun,99.99830723,Blue,98.50475788,12:33:32,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0825,Sun,60.92988253,Red,99.98321533,12:33:32,,2,XS,0,1,0,0,0,0,0,0,0,0,0
Y1S IMAG0825,Sun,99.99758005,Blue,99.77489114,12:33:32,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0826,Sun,54.74548936,Red,99.98344183,12:33:32,,2,XS,0,1,0,0,0,0,0,0,0,0,0
Y1S IMAG0826,Sun,99.99811649,Blue,99.5135963,12:33:32,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0827,Sun,98.98586869,White,84.07215476,12:36:26,HARD_TO_DETERMINE_COLOR,1,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0830,Shade,99.98674393,Blue,89.22584653,12:40:08,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0830,Sun,99.98663664,White,95.84012032,12:40:08,,2,XC,1,0,0,0,0,0,0,0,0,0,0
Y1S IMAG0831,Shade,99.94189739,Blue,87.35598922,12:40:08,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0831,Sun,99.96373653,White,94.97686028,12:40:08,,2,XC,1,0,0,0,0,0,0,0,0,0,0
Y1S IMAG0832,Shade,99.97543693,Blue,74.34746623,12:40:08,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0832,Sun,99.98154044,Red,55.98756075,12:40:08,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0833,Sun,99.98466969,Red,95.74043155,12:40:46,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0834,Sun,99.9818027,Red,99.57153201,12:40:46,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0835,Sun,99.99150038,Red,96.73044086,12:40:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0839,Shade,99.55934882,Red,99.9766767,13:06:14,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0840,Shade,99.71713424,Red,99.99096394,13:06:14,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0841,Shade,99.30330515,Red,99.96602535,13:06:16,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0842,Shade,99.65822101,White,99.97759461,13:10:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0842,Sun,99.82122183,negative,98.18786979,13:10:40,HARD_TO_DETERMINE_COLOR,2,V,0,0,0,1,0,0,0,0,0,1,0
Y1S IMAG0843,Shade,99.02747869,White,99.95244741,13:10:40,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0844,Shade,98.25149179,White,99.98964071,13:10:42,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0844,Sun,99.85192418,negative,97.61196375,13:10:42,HARD_TO_DETERMINE_COLOR,2,V,0,0,0,1,0,0,0,0,0,1,0
Y1S IMAG0845,Sun,99.65102077,negative,72.59504199,13:12:32,HARD_TO_DETERMINE_COLOR,1,V,0,0,0,1,0,0,0,0,0,1,0
Y1S IMAG0846,Sun,99.55562949,negative,91.46654606,13:12:32,HARD_TO_DETERMINE_COLOR,1,V,0,0,0,1,0,0,0,0,0,1,0
Y1S IMAG0847,Sun,99.92982149,negative,94.32396293,13:12:32,HARD_TO_DETERMINE_COLOR,1,V,0,0,0,1,0,0,0,0,0,1,0
Y1S IMAG0851,Shade,99.23034906,Red,99.95262623,13:16:08,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0852,Shade,99.58342314,Red,99.97828603,13:16:08,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0853,Shade,99.66014624,Red,99.97319579,13:16:08,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0854,Shade,99.10567999,Red,99.99908209,13:38:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0855,Shade,97.63633013,Red,99.99932051,13:38:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0856,Shade,99.85521436,Red,99.98494387,13:38:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0857,Shade,99.32087064,Red,99.93730187,13:44:00,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0858,Shade,97.87886143,Red,99.98418093,13:44:00,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0859,Shade,99.31944609,Red,99.95424747,13:44:02,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0860,Shade,99.73318577,Red,99.97933507,13:50:06,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0861,Shade,99.8015523,Red,99.98635054,13:50:06,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0862,Shade,99.54767823,Red,99.95965362,13:50:06,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0863,Shade,99.9633193,Red,99.98612404,13:52:06,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0864,Shade,99.97807145,Red,99.98694658,13:52:08,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0865,Shade,99.96647835,Red,99.99070168,13:52:08,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0866,Sun,99.89860654,White,99.97290969,13:58:28,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y1S IMAG0867,Sun,99.97547269,White,99.98501539,13:58:28,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y1S IMAG0868,Sun,99.9612987,White,99.973768,13:58:28,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y1S IMAG0870,Sun,99.99397993,Red,99.98108745,13:59:34,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y1S IMAG0871,Sun,99.99109507,Red,99.92204905,13:59:36,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y1S IMAG0872,Sun,99.98928308,White,82.4555099,14:02:00,HARD_TO_DETERMINE_COLOR,1,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0873,Sun,98.63094091,Red,99.87911582,14:02:00,,2,XS,0,1,0,0,0,0,0,0,0,0,0
Y1S IMAG0873,Sun,99.9948144,White,63.74531984,14:02:00,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0874,Sun,98.32144976,Red,99.02723432,14:02:00,,2,XS,0,1,0,0,0,0,0,0,0,0,0
Y1S IMAG0874,Sun,99.97953773,White,95.10515928,14:02:00,HARD_TO_DETERMINE_COLOR,2,XC,1,0,0,0,0,0,0,0,0,1,0
Y1S IMAG0878,Shade,99.89404082,Red,99.95624423,14:05:42,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0879,Shade,99.90418553,Red,99.9655962,14:05:44,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y1S IMAG0880,Shade,99.66683984,Red,99.88005161,14:05:44,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0313,Sun,99.98883009,Red,99.9977231,8:12:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0313,Sun,99.09611344,White,95.29115558,8:12:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0314,Sun,99.98607635,Red,99.99865294,8:12:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0314,Sun,81.80251122,White,96.93000913,8:12:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0315,Sun,99.99250174,Red,99.99744892,8:12:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0315,Sun,55.75057864,White,93.95946264,8:12:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0316,Sun,99.59860444,Blue,72.89482355,8:14:28,HARD_TO_DETERMINE_COLOR,1,XC,1,0,0,0,0,0,0,0,0,1,0
Y2E IMAG0319,Sun,99.99884367,Blue,99.99955893,8:17:14,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0320,Sun,99.99850988,Blue,99.99936819,8:17:16,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0321,Sun,99.99873638,Blue,99.99952316,8:17:16,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0322,Sun,97.12628722,White,99.19720888,8:20:24,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0323,Sun,94.6038425,White,99.47347641,8:20:24,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0324,Sun,95.52149773,White,97.50569463,8:20:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0327,Sun,99.79483485,Red,99.91682768,8:23:14,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0328,Sun,99.99966621,Red,99.99248981,8:25:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0328,Sun,99.99870062,Blue,99.96746778,8:25:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0329,Sun,99.99001026,Blue,99.97519851,8:25:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0329,Sun,99.9974966,Red,99.97810721,8:25:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0330,Sun,99.96379614,Blue,99.99966621,8:25:42,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0330,Sun,99.99372959,Red,99.97711778,8:25:42,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0331,Sun,93.75751615,Red,98.76145124,8:35:22,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0331,Sun,94.86353397,White,99.97093081,8:35:22,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0332,Sun,99.14389849,White,99.73347783,8:35:24,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0333,Sun,99.1781652,White,99.90102053,8:35:24,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0334,Sun,86.78501248,Blue,99.9982357,8:53:40,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0335,Shade,85.970819,Blue,79.18539047,8:53:42,HARD_TO_DETECT,1,XS,0,1,0,0,0,0,0,1,0,1,0
Y2E IMAG0340,Sun,99.95827079,Blue,99.99990463,9:05:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0341,Sun,99.93041754,Blue,99.99934435,9:05:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0342,Sun,99.86806512,Blue,99.99974966,9:05:14,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0343,Sun,99.99952316,Blue,99.99966621,9:05:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0344,Sun,99.99716282,Blue,99.99967813,9:05:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0345,Sun,99.99805689,Blue,99.9992013,9:05:54,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0346,Sun,99.99338388,Blue,99.99997616,9:15:00,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0346,Sun,99.19935465,White,91.94657803,9:15:00,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0347,Sun,95.0152874,Blue,99.9997735,9:15:02,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0347,Sun,99.91606474,White,99.75307584,9:15:02,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0348,Sun,99.99789,Blue,99.996984,9:15:02,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0348,Sun,99.97488856,White,99.57482219,9:15:02,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0349,Sun,99.83412027,Blue,99.99939203,9:40:22,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0350,Sun,99.33520555,Blue,99.99979734,9:40:22,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0351,Sun,99.66751337,Blue,99.99967813,9:40:22,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0352,Sun,98.6070931,Blue,99.99952316,9:41:56,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0353,Sun,99.20815229,Blue,99.99892712,9:41:56,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0354,Sun,99.68460202,Blue,99.99880791,9:41:58,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0355,Sun,84.81631279,Blue,99.99569654,9:47:30,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0356,Sun,90.13234973,Blue,99.99440908,9:47:30,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0357,Sun,86.387676,Blue,99.99700785,9:47:32,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0358,Sun,99.6124208,Blue,99.98112321,9:48:24,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0359,Sun,99.60577488,Blue,99.99067783,9:48:24,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0360,Sun,99.61506128,Blue,99.99506474,9:48:24,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0361,Sun,94.63477135,Blue,99.99853373,9:49:42,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0362,Sun,98.60700369,Blue,99.99880791,9:49:42,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0363,Sun,98.84372354,Blue,99.99629259,9:49:44,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0364,Sun,99.99456406,Red,99.9915719,9:58:32,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0364,Sun,99.99617338,Blue,99.99078512,9:58:32,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0365,Sun,99.99476671,Red,99.98461008,9:58:32,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0365,Sun,99.99326468,Blue,99.99241829,9:58:32,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0366,Sun,99.98755455,Blue,99.99425411,9:58:34,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0366,Sun,99.99579191,Red,99.98962879,9:58:34,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0367,Sun,87.8426373,Blue,99.97538924,9:59:08,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y2E IMAG0370,Sun,99.99713898,Blue,99.99898672,10:00:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0370,Sun,99.98817444,Red,99.97898936,10:00:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0371,Sun,99.99901056,Blue,99.99381304,10:00:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0371,Sun,99.99601841,Red,99.96520281,10:00:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0372,Sun,99.99878407,Blue,99.98844862,10:00:50,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0372,Sun,99.98594522,Red,99.96396303,10:00:50,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0373,Sun,99.99314547,Blue,99.98651743,10:01:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0373,Sun,99.98871088,Red,99.87052679,10:01:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0374,Sun,99.99595881,Blue,99.98089671,10:01:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0374,Sun,99.9892354,Red,99.91003275,10:01:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0375,Sun,99.9969244,Blue,99.99785423,10:01:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0375,Sun,99.96699095,Red,99.93788004,10:01:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0376,Sun,99.99973774,Red,99.93690848,10:04:22,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0376,Sun,99.9937892,Blue,99.94026423,10:04:22,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0377,Sun,99.99969006,Red,99.96404648,10:04:24,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0377,Sun,99.995327,Blue,99.93398786,10:04:24,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0378,Sun,99.99988079,Red,99.95120764,10:04:24,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0378,Sun,99.99237061,Blue,99.9052465,10:04:24,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0379,Sun,99.99914169,Red,99.9866724,10:07:06,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0380,Sun,99.99905825,Red,99.98407364,10:07:06,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0381,Sun,99.99940395,Red,99.9817431,10:07:08,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0382,Sun,99.99713898,Blue,99.9907136,10:12:10,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0383,Sun,99.99908209,Blue,99.99513626,10:12:10,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0384,Sun,99.99904633,Blue,99.99139309,10:12:10,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0385,Sun,99.99676943,Blue,99.99955893,10:13:16,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0386,Sun,99.41744208,Blue,99.99959469,10:13:16,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0387,Sun,99.99512434,Blue,99.99982119,10:13:18,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0388,Sun,99.99947548,Red,99.98111129,10:14:00,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0389,Sun,99.99876022,Red,99.98583794,10:14:00,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0390,Sun,99.99911785,Red,99.97776151,10:14:02,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0394,Sun,99.99712706,Red,99.94439483,10:26:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0394,Sun,99.99634027,Blue,99.99940395,10:26:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0395,Sun,99.99791384,Red,99.93594289,10:26:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0395,Sun,99.99873638,Blue,99.99860525,10:26:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0396,Sun,99.99684095,Red,99.92861152,10:26:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0396,Sun,99.98245835,Blue,99.99616146,10:26:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0397,Shade,98.54963422,Blue,99.99787807,10:30:46,HARD_TO_DETERMINE_SHADE,2,XS,0,1,0,0,0,0,0,0,1,0,0
Y2E IMAG0397,Sun,99.97740388,Red,99.4156599,10:30:46,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0398,Shade,99.22633171,Blue,99.99719858,10:30:48,HARD_TO_DETERMINE_SHADE,2,XS,0,1,0,0,0,0,0,0,1,0,0
Y2E IMAG0398,Sun,99.98574257,Red,99.60671067,10:30:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0399,Shade,99.78165627,Blue,99.995327,10:30:48,HARD_TO_DETERMINE_SHADE,2,XS,0,1,0,0,0,0,0,0,1,0,0
Y2E IMAG0399,Sun,99.98051524,Red,99.45096374,10:30:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0400,Sun,81.57432675,Blue,99.99685287,10:32:44,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0401,Sun,97.05587029,Blue,99.99718666,10:32:46,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0402,Sun,91.07710719,Blue,99.9956131,10:32:46,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0403,Sun,98.88808727,Blue,99.22679067,10:37:56,,3,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0403,Sun,99.93100166,White,99.60294962,10:37:56,,3,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0403,Sun,99.99984503,Red,99.97089505,10:37:56,,3,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0404,Sun,91.3987875,Blue,89.03084993,10:37:58,,3,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0404,Sun,99.93283749,White,99.89805818,10:37:58,,3,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0404,Sun,99.99958277,Red,99.98204112,10:37:58,,3,V,0,0,0,1,0,0,0,0,0,0,0
Y2E IMAG0405,Sun,98.65229726,Blue,99.09325838,10:37:58,,3,V,0,0,0,1,0,0,0,0,0,0,0
