Concatenate,thermo_label,thermo_confidence,color_label,color_confidence,model_time,remarks,count,result,wrong_color,wrong_sun.shade,non_detected,correct,wrong_both,FP,FN,HARD_TO_DETECT,HARD_TO_DETERMINE_SHADE,HARD_TO_DETERMINE_COLOR,true_negative
H2E IMAG0159,Sun,97.91203737,Red,99.80291724,9:26:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0159 (2),Shade,99.99668598,Red,99.97047782,14:38:20,HARD_TO_DETERMINE_SHADE,1,V,0,0,0,1,0,0,0,0,1,0,0
H2E IMAG0160,Sun,98.00262451,Red,99.86245632,9:26:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0160 (2),Sun,99.99346733,Red,71.01228237,14:38:56,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0161,Sun,99.99171495,Red,99.95121956,9:27:46,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0161,Sun,99.99470711,White,75.70425868,9:27:46,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0161 (2),Sun,99.97299314,Red,57.8482151,14:38:56,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0162,Sun,99.99475479,Red,99.44504499,9:27:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0162,Sun,99.99022484,Blue,55.36736846,9:27:48,,2,XC,1,0,0,0,0,0,0,0,0,0,0
H2E IMAG0162 (2),Sun,99.40005541,Blue,92.16377139,14:39:36,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0163,Sun,99.99340773,Red,99.94981289,9:27:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0163,Sun,99.97544885,White,59.08759236,9:27:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0163 (2),Sun,99.24274087,Blue,97.35914469,14:39:36,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0163 (2),Shade,99.7720778,Red,99.95754361,14:39:36,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0164,Sun,99.99531507,Red,99.96511936,9:28:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0165,Sun,99.99059439,Red,99.95728135,9:28:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0166,Sun,99.99351501,Red,99.97623563,9:28:28,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0167,Sun,99.91010427,Red,99.97292161,9:29:06,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0168,Sun,99.93947744,Red,99.96455908,9:29:06,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0169,Sun,99.91351962,Red,99.97214675,9:29:08,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0170,Sun,99.98499155,Red,99.92924929,9:29:46,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0170 (2),Sun,94.47430968,Red,99.20336604,14:42:16,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0171,Sun,99.99119043,Red,99.95669723,9:29:46,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0171 (2),Sun,87.83957958,Red,99.94810224,14:42:18,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0172,Sun,99.994874,Red,99.93329644,9:29:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0172 (2),Sun,94.9519515,Red,99.98025298,14:42:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0173,Sun,99.8416543,Red,99.95748401,9:30:34,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0173 (2),Sun,99.78227615,Red,99.99810457,14:42:54,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0174,Sun,99.98474121,Red,99.96291399,9:30:34,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0174 (2),Sun,99.99654293,Red,99.96967316,14:43:34,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0175,Sun,99.98691082,Red,99.92207289,9:30:34,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0175 (2),Sun,99.98729229,Red,99.03703332,14:43:36,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0176,Sun,99.96083379,Red,99.96392727,9:31:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0176 (2),Sun,99.93890524,Red,99.99752045,14:44:28,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0177,Sun,99.99607801,Red,99.96241331,9:31:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0177 (2),Sun,99.89247918,Red,99.99705553,14:44:28,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0178,Sun,99.9545753,Red,99.95922446,9:31:14,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0178 (2),Sun,99.99798536,Red,99.9674201,14:45:20,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0179,Sun,99.98370409,Red,99.98629093,9:31:56,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0179 (2),Sun,99.99265671,Red,99.99402761,14:45:22,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0180,Sun,99.97835755,Red,99.98008609,9:31:58,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0180 (2),Sun,99.92922544,Red,99.65466857,14:46:00,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0181,Sun,99.93436933,Red,99.98632669,9:31:58,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0181 (2),Sun,99.96086955,Red,99.82946515,14:46:00,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0182,Sun,99.96036887,Red,99.98276234,9:32:34,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0182 (2),Sun,99.9747932,Red,99.91564751,14:46:36,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0183,Sun,99.97074008,Red,99.98743534,9:32:36,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0183 (2),Sun,99.86751676,Red,99.92697835,14:46:38,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0184,Sun,99.95980859,Red,99.98235106,9:32:36,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0184 (2),Sun,99.9761641,Red,99.9677062,14:47:14,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0185,Sun,99.89244342,Red,99.98414516,9:33:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0185 (2),Sun,99.96799231,Red,99.87568855,14:47:16,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0186,Sun,99.98131394,Red,99.98319149,9:33:14,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0186 (2),Sun,99.98475313,Red,99.99647141,14:47:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0187,Sun,99.95043278,Red,99.97881055,9:33:14,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0187 (2),Sun,99.50997233,Red,99.99638796,14:47:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0188,Sun,99.94594455,Red,99.98409748,9:33:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0188 (2),Sun,99.93508458,Red,99.99916553,14:47:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0189,Sun,99.97203946,Red,99.98567104,9:33:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0189 (2),Sun,99.99095201,Red,99.1189599,14:48:32,HARD_TO_DETERMINE_COLOR,1,V,0,0,0,1,0,0,0,0,0,1,0
H2E IMAG0190,Sun,99.96697903,Red,99.98300076,9:33:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0190 (2),Sun,99.97670054,Red,82.81234503,14:48:34,HARD_TO_DETERMINE_COLOR,1,V,0,0,0,1,0,0,0,0,0,1,0
H2E IMAG0191,Sun,99.95732903,Red,99.97740388,9:34:42,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0191 (2),Sun,99.99051094,Red,93.86049509,14:48:34,HARD_TO_DETERMINE_COLOR,1,V,0,0,0,1,0,0,0,0,0,1,0
H2E IMAG0192,Sun,99.95600581,Red,99.97807145,9:34:44,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0192 (2),Sun,99.99028444,Red,99.98016953,14:49:20,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0193,Sun,99.94255304,Red,99.97013211,9:34:44,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0193 (2),Sun,99.99543428,Red,99.97825027,14:49:22,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0194 (2),Sun,99.99039173,Red,99.86195564,14:49:22,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0195 (2),Sun,99.99529123,Red,99.94683862,14:49:58,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0196 (2),Sun,99.91176724,Red,99.99921322,14:50:00,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0197 (2),Sun,99.95631576,Red,99.99477863,14:50:00,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0198 (2),Shade,99.99908209,Red,99.95577931,14:50:36,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0199 (2),Shade,99.99792576,Red,99.95904565,14:50:38,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0200 (2),Shade,99.99675751,Red,99.91129041,14:50:38,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0201,Sun,99.95804429,Red,99.88846183,9:38:04,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0201 (2),Shade,99.99922514,Red,99.96781349,14:51:14,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0202,Sun,99.73183274,Red,99.82440472,9:38:06,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0202 (2),Shade,99.9999404,Red,99.92009997,14:51:14,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0203,Sun,99.98552799,Red,57.72234201,9:38:42,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0203 (2),Shade,99.99974966,Red,99.98933077,14:51:16,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0204,Sun,99.94268417,White,95.13145685,9:38:44,,1,XC,1,0,0,0,0,0,0,0,0,0,0
H2E IMAG0204 (2),Shade,99.999547,Red,99.99343157,14:51:54,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0205,Sun,99.99324083,Red,99.99548197,9:39:20,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0205 (2),Shade,99.99907017,Red,99.97870326,14:51:54,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0206,Sun,99.99614954,Red,99.99560118,9:39:20,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0206 (2),Shade,99.99988079,Red,99.97934699,14:52:32,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0207,Sun,99.99703169,Red,99.73273277,9:40:02,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0207 (2),Shade,99.99930859,Red,99.9160409,14:52:32,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0208,Sun,99.98076558,Red,99.93565679,9:40:04,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0208 (2),Sun,99.99990463,Red,99.97004271,14:53:08,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0209,Sun,99.95595813,Red,99.86420274,9:40:04,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0209 (2),Sun,99.99991655,Red,99.97578263,14:53:10,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0210,Sun,98.78590703,Red,99.97983575,9:40:40,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0210 (2),Sun,99.99979734,Red,99.97697473,14:53:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0211,Sun,99.50801134,Red,99.98476505,9:40:40,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0211 (2),Sun,99.99990463,Red,99.98962879,14:53:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0212,Sun,99.38132763,Red,99.97476935,9:40:42,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0212 (2),Sun,99.77661371,Red,99.99941587,14:54:28,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0213,Sun,99.29432273,Blue,48.38486016,9:41:22,HARD_TO_DETERMINE_COLOR_&_SHADE,1,XC,1,0,0,0,0,0,0,0,1,1,0
H2E IMAG0214,Sun,97.08999991,White,45.27665079,9:41:22,HARD_TO_DETERMINE_COLOR_&_SHADE,1,XC,1,0,0,0,0,0,0,0,1,1,0
H2E IMAG0215,negative,99.04358983,Red,90.43479562,9:41:24,HARD_TO_DETERMINE_COLOR_&_SHADE,1,"XC,XS",1,1,0,0,1,0,0,0,1,1,0
H2E IMAG0216,Sun,59.26311612,Red,99.47952628,9:41:58,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0216 (2),Sun,95.91969252,Red,99.70314503,14:56:18,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0217,Sun,62.26803064,Red,99.52129126,9:41:58,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0217 (2),Sun,93.74938607,Red,99.92265701,14:56:20,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0218,Sun,92.12563038,Red,99.70626235,9:42:34,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0218 (2),Sun,96.28577232,Red,99.86346364,14:56:54,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0219,Sun,86.83395982,Red,99.71254468,9:42:36,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0219 (2),Sun,99.99608994,Red,99.99929667,14:56:54,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0220,Sun,65.38389325,Red,99.65931773,9:43:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0220,Sun,99.99904633,White,99.93725419,9:43:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0220 (2),Sun,99.99428988,White,99.99064207,14:57:38,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0220 (2),Sun,99.99307394,Red,99.82970357,14:57:38,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0221,Sun,67.76214242,Red,99.66997504,9:43:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0221,Sun,99.99812841,White,99.1217792,9:43:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0221 (2),Sun,99.9920845,White,99.99884367,14:57:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0221 (2),Sun,99.99181032,Red,99.8256743,14:57:40,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0222,Sun,87.59276271,Red,99.3363142,9:43:58,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0222,Sun,99.89251494,White,99.96571541,9:43:58,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0222 (2),Sun,99.98335838,White,99.99760389,14:58:18,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0222 (2),Sun,99.99452829,Red,86.55973077,14:58:18,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0223,Sun,65.64350724,Red,99.1952002,9:43:58,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0223,Sun,99.95750785,White,99.96989965,9:43:58,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0223 (2),Sun,99.98947382,White,99.99694824,14:58:18,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0223 (2),Sun,99.99188185,Red,90.51870108,14:58:18,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0224,Sun,50.31621456,Red,99.94395375,9:44:44,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0224,Sun,99.94428754,White,99.92319345,9:44:44,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0224 (2),Sun,99.72364902,Red,99.99620914,14:58:54,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0225,Sun,71.0732162,Red,99.94159937,9:44:44,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0225,Sun,99.04178977,White,70.8024621,9:44:44,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0225 (2),Sun,99.78691339,Red,99.99821186,14:58:56,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0226,Sun,99.8654604,Red,99.99488592,9:45:20,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0226,Sun,91.85962677,White,99.66269732,9:45:20,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0226 (2),Sun,99.7851491,Red,99.99797344,14:58:56,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0227,Sun,99.94491935,Red,99.97250438,9:45:20,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0227,Sun,99.7893393,White,99.98756647,9:45:20,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0227 (2),Shade,99.99928474,Red,99.99736547,14:59:34,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0228,Sun,99.96092916,Red,99.9252975,9:46:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0228,Sun,99.99350309,White,99.9930501,9:46:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0229,Sun,99.97093081,Red,99.91592169,9:46:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0229,Sun,99.9956727,White,99.96836185,9:46:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0230,Sun,99.99854565,Red,99.98248219,9:46:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0230 (2),Sun,99.98767376,White,99.99566078,15:00:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0230 (2),Shade,99.9989152,Red,99.98927116,15:00:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0231,Sun,99.99901056,Red,99.97039437,9:46:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0231 (2),Sun,99.98512268,White,99.97561574,15:00:14,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0231 (2),Shade,99.99927282,Red,99.99039173,15:00:14,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0232,Sun,99.99921322,Red,99.95464683,9:47:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0232 (2),Sun,99.97766614,White,99.98397827,15:00:14,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0232 (2),Shade,99.99440908,Red,99.98614788,15:00:14,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0233,Sun,99.99914169,Red,99.91214871,9:47:28,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0233 (2),Sun,99.98739958,White,99.99767542,15:00:52,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0233 (2),Shade,99.99027252,Red,99.96407032,15:00:52,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0234,Sun,99.99911785,Red,99.97144341,9:48:06,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0234 (2),Sun,99.99434948,White,99.9943018,15:00:52,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0234 (2),Shade,99.9928236,Red,99.97189641,15:00:52,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0235,Sun,99.99955893,Red,99.96110797,9:48:06,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0235 (2),Sun,99.98788834,White,99.99392033,15:00:54,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0235 (2),Shade,99.97808337,Red,99.9915719,15:00:54,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0236,Sun,99.99928474,Red,99.96607304,9:48:42,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0236 (2),Sun,99.99035597,Red,99.97443557,15:01:32,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0236 (2),Sun,99.98426437,White,99.99725819,15:01:32,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0237,Sun,99.99921322,Red,99.97780919,9:48:42,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0237 (2),Sun,99.99129772,White,99.98776913,15:01:32,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0237 (2),Sun,99.99104738,Red,99.96503592,15:01:32,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0238,Sun,99.99921322,Red,99.93569255,9:49:22,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0238 (2),Sun,99.9937892,White,99.96720552,15:01:32,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0238 (2),Sun,99.97329116,Red,99.96927977,15:01:32,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0239,Sun,99.999547,Red,99.93682504,9:49:22,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0239 (2),Sun,99.97426867,White,99.98914003,15:02:10,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0240,Sun,99.99847412,Red,99.94102716,9:49:58,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0240 (2),Sun,99.98179078,White,99.99209642,15:02:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0241,Sun,99.99808073,Red,99.85072017,9:50:00,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0241 (2),Sun,99.98768568,White,99.99337196,15:02:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0242,Sun,99.99945164,Red,99.97780919,9:50:36,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0242 (2),Sun,99.9776423,Blue,99.98826981,15:02:52,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0242 (2),Sun,99.94130135,White,99.99581575,15:02:52,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0243,Sun,99.99883175,Red,99.95939136,9:50:36,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0243 (2),Sun,99.97972846,Blue,99.99136925,15:02:54,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0243 (2),Sun,99.97987151,White,99.99710321,15:02:54,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0244,Sun,99.99921322,Red,99.97375607,9:51:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0244 (2),Sun,99.97135997,Blue,99.92052913,15:02:54,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0244 (2),Sun,99.97979999,White,99.99821186,15:02:54,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0245,Sun,99.99964237,Red,99.96316433,9:51:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0245 (2),Sun,98.43379855,Red,99.99914169,15:03:30,,3,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0245 (2),Sun,99.99821186,Blue,98.97845387,15:03:30,,3,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0245 (2),Sun,99.88524914,White,99.99250174,15:03:30,,3,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0246,Sun,99.99939203,Red,99.9820888,9:51:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0246 (2),Sun,99.99793768,Blue,99.80717301,15:03:32,,3,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0246 (2),Sun,99.99371767,Red,99.99818802,15:03:32,,3,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0246 (2),Sun,99.91787076,White,99.99061823,15:03:32,,3,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0247,Sun,99.99970198,Red,99.93891716,9:51:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0247 (2),Sun,99.99945164,Blue,99.44599867,15:03:32,,3,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0247 (2),Sun,99.99904633,Red,99.99946356,15:03:32,,3,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0247 (2),Sun,99.99834299,White,99.84439015,15:03:32,,3,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0248,Sun,99.99887943,Red,99.99032021,9:52:30,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0248 (2),Sun,99.99451637,Blue,99.80402589,15:04:10,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0248 (2),Sun,99.99287128,White,96.51184678,15:04:10,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0249,Sun,99.99905825,Red,99.98519421,9:52:30,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0249 (2),Sun,99.99661446,White,99.76135492,15:04:10,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0249 (2),Sun,99.99908209,Blue,99.92989302,15:04:10,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0250,Sun,99.999547,Red,99.97454286,9:53:10,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0250 (2),Sun,99.99313354,White,97.2376883,15:04:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0250 (2),Sun,99.99947548,Blue,99.88000393,15:04:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0251,Sun,99.9997735,Red,99.97896552,9:53:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0251 (2),Sun,99.95369911,Blue,99.80506897,15:04:46,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0251 (2),Sun,99.99878407,White,99.11606908,15:04:46,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0252,Sun,99.99972582,Red,99.92322922,9:53:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0252 (2),Sun,99.99207258,Blue,99.54718351,15:04:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0252 (2),Sun,99.99705553,White,99.83510971,15:04:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0253,Sun,99.99932051,Red,99.85509515,9:53:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0253 (2),Sun,99.94310737,Blue,99.93138313,15:04:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0253 (2),Sun,99.9956727,White,99.6684134,15:04:48,,2,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0254,Sun,99.99917746,Red,99.96943474,9:54:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
H2E IMAG0254 (2),Sun,99.99588728,White,98.42073917,15:05:24,,2,V,0,0,0,1,0,0,0,0,0,0,0
